town,ward,precinct,office,district,party,candidate,votes
Plainville,-,2,President,,Democratic,Richard E. Gephardt,1
Bourne,-,1,President,,Libertarian,Aaron Russo,0
Somerville,2,1,President,,Republican,Blank Votes,0
Cambridge,9,1,President,,Green-Rainbow,Blank Votes,1
Wilmington,-,3,President,,Republican,No Preference,4
Cambridge,5,2,President,,Democratic,Carol Moseley Braun,1
Billerica,-,4,President,,Democratic,Dennis J. Kucinich,4
Attleboro,4,A,President,,Democratic,Joseph Lieberman,2
Dover,-,1,President,,Democratic,Wesley K. Clark,4
Boston,13,5,President,,Democratic,John Edwards,5
Boston,18,12,President,,Green-Rainbow,David Cobb,0
Monson,-,C,President,,Democratic,All Others,0
Cambridge,3,3,President,,Libertarian,Jeffrey Diket,0
Townsend,-,3,President,,Democratic,Joseph Lieberman,3
Boston,11,4,President,,Democratic,No Preference,1
Beverly,5,2,President,,Republican,Blank Votes,1
Wellfleet,-,1,President,,Democratic,Al Sharpton,7
Weymouth,-,10,President,,Democratic,Carol Moseley Braun,0
Dennis,-,4,President,,Democratic,All Others,0
Granville,-,1,President,,Libertarian,Total Votes Cast,2
Westford,-,1,President,,Republican,No Preference,5
Chicopee,8,B,President,,Libertarian,Total Votes Cast,1
Framingham,-,15,President,,Democratic,Blank Votes,9
Cambridge,8,1,President,,Democratic,Blank Votes,0
Ware,-,C,President,,Republican,No Preference,3
Framingham,-,6,President,,Libertarian,Blank Votes,0
Falmouth,-,6,President,,Democratic,Howard Dean,18
Boston,11,6,President,,Libertarian,Michael Badnarik,0
Newton,6,3,President,,Libertarian,Blank Votes,0
Chicopee,4,C,President,,Democratic,All Others,1
Shrewsbury,-,1,President,,Libertarian,No Preference,0
Dedham,-,3,President,,Libertarian,Blank Votes,0
Boston,13,8,President,,Libertarian,Michael Badnarik,0
Easton,-,5,President,,Democratic,Joseph Lieberman,2
Boston,6,2,President,,Democratic,Al Sharpton,1
Worcester,8,5,President,,Republican,Blank Votes,0
Boston,16,1,President,,Libertarian,Jeffrey Diket,0
S. Hadley,-,C,President,,Green-Rainbow,All Others,0
Danvers,-,6,President,,Libertarian,Blank Votes,0
Newton,8,1,President,,Democratic,John F. Kerry,288
Boston,17,9,President,,Republican,George W. Bush,1
Fall River,6,C,President,,Green-Rainbow,Kent Mesplay,0
Winchester,-,1,President,,Democratic,Dennis J. Kucinich,8
Groton,-,1,President,,Republican,Blank Votes,7
Boston,2,7,President,,Green-Rainbow,Paul Glover,0
Sutton,-,3,President,,Republican,Total Votes Cast,22
Peabody,2,1,President,,Democratic,Howard Dean,1
N. Reading,-,3,President,,Democratic,Dennis J. Kucinich,2
Ashland,-,1,President,,Libertarian,Jeffrey Diket,0
Dracut,-,1,President,,Democratic,No Preference,5
Weymouth,-,1,President,,Libertarian,Jeffrey Diket,0
Medford,5,2,President,,Green-Rainbow,All Others,0
Winthrop,-,6,President,,Libertarian,No Preference,0
Lincoln,-,1,President,,Libertarian,Total Votes Cast,0
N. Reading,-,1,President,,Libertarian,All Others,0
Pittsfield,6,A,President,,Democratic,Blank Votes,3
Sharon,-,1,President,,Republican,No Preference,7
Westport,-,D,President,,Democratic,Dennis J. Kucinich,3
Pittsfield,4,A,President,,Democratic,Total Votes Cast,421
Weymouth,-,14,President,,Republican,No Preference,4
Gloucester,3,1,President,,Green-Rainbow,Blank Votes,0
Framingham,-,15,President,,Democratic,Joseph Lieberman,2
Pepperell,-,3,President,,Libertarian,All Others,2
Lynn,3,4,President,,Republican,Total Votes Cast,11
Boston,1,3,President,,Democratic,Total Votes Cast,209
Fairhaven,-,3,President,,Republican,Total Votes Cast,20
Somerville,7,2,President,,Democratic,John F. Kerry,354
Boston,10,9,President,,Libertarian,All Others,0
Cambridge,1,2,President,,Democratic,Richard E. Gephardt,1
Chicopee,2,CN,President,,Libertarian,Gary Nolan,0
Sutton,-,1,President,,Democratic,Blank Votes,1
Quincy,6,5,President,,Republican,No Preference,12
Longmeadow,-,D,President,,Libertarian,Aaron Russo,0
Springfield,8,E,President,,Democratic,Al Sharpton,0
Walpole,-,5,President,,Libertarian,Aaron Russo,0
N. Attleborough,-,7,President,,Democratic,No Preference,6
Mattapoisett,-,1,President,,Democratic,Total Votes Cast,348
Springfield,2,E,President,,Democratic,No Preference,3
Stoughton,-,7,President,,Libertarian,Michael Badnarik,0
Carver,-,2,President,,Democratic,Total Votes Cast,226
Swansea,-,2,President,,Green-Rainbow,Lorna Salzman,0
Weston,-,4,President,,Democratic,Joseph Lieberman,1
Granville,-,1,President,,Democratic,Wesley K. Clark,0
Taunton,5,B,President,,Republican,George W. Bush,8
Arlington,-,13,President,,Libertarian,No Preference,0
Holyoke,5,A,President,,Green-Rainbow,No Preference,0
Milton,-,7,President,,Green-Rainbow,David Cobb,0
Reading,-,7,President,,Libertarian,Jeffrey Diket,0
Lawrence,B,3,President,,Green-Rainbow,Paul Glover,0
Everett,5,2,President,,Democratic,All Others,0
Dalton,-,1,President,,Democratic,John Edwards,40
Beverly,3,2,President,,Democratic,Carol Moseley Braun,2
Arlington,-,4,President,,Democratic,Howard Dean,12
Boston,10,8,President,,Libertarian,Jeffrey Diket,0
Springfield,4,F,President,,Libertarian,Blank Votes,0
Waltham,6,2,President,,Democratic,Dennis J. Kucinich,10
Dartmouth,-,7,President,,Green-Rainbow,Kent Mesplay,0
Boston,19,4,President,,Green-Rainbow,Lorna Salzman,0
Revere,5,3,President,,Democratic,Richard E. Gephardt,1
Methuen,-,6,President,,Green-Rainbow,Kent Mesplay,0
Wayland,-,2,President,,Libertarian,Total Votes Cast,3
Gardner,1,B,President,,Republican,No Preference,3
Adams,-,2,President,,Democratic,All Others,0
Foxborough,-,3,President,,Democratic,Richard E. Gephardt,0
Pittsfield,3,A,President,,Libertarian,Gary Nolan,0
Lexington,-,4,President,,Democratic,Howard Dean,43
TOTALS,,,President,,Democratic,Richard E. Gephardt,1455
Athol,-,3,President,,Republican,Blank Votes,0
Peabody,2,1,President,,Republican,All Others,0
Norfolk,-,1,President,,Democratic,Al Sharpton,8
Lancaster,-,1,President,,Democratic,Howard Dean,4
Boston,14,5,President,,Democratic,"Lyndon H. LaRouche, Jr.",1
Dedham,-,7,President,,Democratic,All Others,0
Boston,4,8,President,,Libertarian,No Preference,0
Boston,22,6,President,,Democratic,Dennis J. Kucinich,4
Chelmsford,-,7,President,,Libertarian,Gary Nolan,0
W. Springfield,-,7,President,,Democratic,"Lyndon H. LaRouche, Jr.",0
Leominster,5,A,President,,Democratic,Dennis J. Kucinich,4
Boston,20,5,President,,Republican,Blank Votes,1
Revere,1,2,President,,Democratic,Total Votes Cast,290
Winchester,-,6,President,,Libertarian,Total Votes Cast,2
Shrewsbury,-,6,President,,Libertarian,No Preference,0
Chicopee,4,C,President,,Green-Rainbow,Blank Votes,0
Worcester,2,5,President,,Libertarian,No Preference,0
Lee,-,2,President,,Green-Rainbow,No Preference,0
Quincy,4,2,President,,Democratic,Joseph Lieberman,3
Holyoke,5,A,President,,Green-Rainbow,Lorna Salzman,0
Marblehead,-,1,President,,Democratic,Dennis J. Kucinich,16
Boston,18,10,President,,Libertarian,No Preference,0
Plymouth,-,2,President,,Republican,Total Votes Cast,58
Brockton,1,C,President,,Democratic,Dennis J. Kucinich,0
Concord,-,3,President,,Republican,Total Votes Cast,200
Tolland,-,1,President,,Republican,George W. Bush,18
Northampton,2,B,President,,Republican,Total Votes Cast,9
Boston,5,6,President,,Green-Rainbow,Blank Votes,0
Methuen,-,2,President,,Republican,No Preference,4
Littleton,-,3,President,,Libertarian,Total Votes Cast,1
Chelsea,1,2,President,,Libertarian,Blank Votes,0
Rehoboth,-,3,President,,Democratic,John F. Kerry,0
Tyngsborough,-,4,President,,Libertarian,Jeffrey Diket,0
Andover,-,5,President,,Republican,George W. Bush,33
Chicopee,4,A,President,,Democratic,Total Votes Cast,201
Waltham,1,2,President,,Republican,All Others,0
Chicopee,2,D,President,,Green-Rainbow,Paul Glover,0
Worcester,7,4,President,,Democratic,Dennis J. Kucinich,2
Tewksbury,-,2,President,,Green-Rainbow,No Preference,0
Boston,1,13,President,,Green-Rainbow,Kent Mesplay,0
Norwood,-,7,President,,Democratic,Total Votes Cast,356
Gloucester,5,1,President,,Green-Rainbow,All Others,0
Framingham,-,11,President,,Democratic,"Lyndon H. LaRouche, Jr.",0
Boston,4,8,President,,Libertarian,Michael Badnarik,0
Fitchburg,6,A,President,,Green-Rainbow,Total Votes Cast,0
Boston,21,8,President,,Green-Rainbow,No Preference,1
Duxbury,-,5,President,,Green-Rainbow,Total Votes Cast,0
Somerville,5,3,President,,Democratic,No Preference,8
Whitman,-,3,President,,Green-Rainbow,Total Votes Cast,2
Easton,-,3,President,,Democratic,Total Votes Cast,241
New Bedford,2,A,President,,Green-Rainbow,Lorna Salzman,0
Haverhill,5,2,President,,Republican,Total Votes Cast,28
Great Barrington,-,D,President,,Democratic,No Preference,0
Lowell,3,2,President,,Democratic,John Edwards,21
N. Attleborough,-,1,President,,Democratic,All Others,0
Everett,1,3,President,,Democratic,Blank Votes,0
Townsend,-,3,President,,Democratic,John Edwards,36
Norfolk,-,3,President,,Green-Rainbow,All Others,0
Belmont,-,1,President,,Democratic,Total Votes Cast,592
Winchester,-,5,President,,Libertarian,All Others,0
Boston,20,19,President,,Green-Rainbow,No Preference,0
Framingham,-,2,President,,Libertarian,Jeffrey Diket,0
Ashby,-,1,President,,Republican,Total Votes Cast,47
Springfield,3,D,President,,Republican,George W. Bush,0
Ashfield,-,1,President,,Democratic,"Lyndon H. LaRouche, Jr.",0
Stoughton,-,8,President,,Democratic,Howard Dean,2
Harwich,-,4,President,,Green-Rainbow,All Others,0
Easton,-,4,President,,Democratic,All Others,0
Boston,15,1,President,,Libertarian,All Others,0
Boston,1,5,President,,Republican,Blank Votes,3
Chelmsford,-,5,President,,Democratic,Joseph Lieberman,7
Brockton,1,B,President,,Democratic,John Edwards,49
Braintree,-,11,President,,Libertarian,Jeffrey Diket,0
Palmer,-,4,President,,Green-Rainbow,Total Votes Cast,0
Wakefield,-,4,President,,Democratic,Al Sharpton,5
Wellesley,-,E,President,,Libertarian,Gary Nolan,0
Boston,20,1,President,,Green-Rainbow,Total Votes Cast,0
Cambridge,10,1,President,,Green-Rainbow,David Cobb,0
Gill,-,1,President,,Green-Rainbow,Lorna Salzman,0
Lee,-,3,President,,Democratic,Wesley K. Clark,0
Wareham,-,2,President,,Libertarian,All Others,0
New Bedford,2,G,President,,Libertarian,No Preference,0
Lee,-,1,President,,Libertarian,Blank Votes,0
Worcester,1,1,President,,Libertarian,Total Votes Cast,2
Holden,-,4,President,,Green-Rainbow,David Cobb,0
Falmouth,-,9,President,,Green-Rainbow,Lorna Salzman,0
Randolph,-,7,President,,Democratic,John Edwards,65
Winchester,-,8,President,,Green-Rainbow,All Others,0
Tisbury,-,1,President,,Democratic,All Others,3
Springfield,4,A,President,,Democratic,Dennis J. Kucinich,13
Ashfield,-,1,President,,Green-Rainbow,All Others,0
Westfield,2,B,President,,Democratic,Total Votes Cast,171
Sharon,-,4,President,,Republican,No Preference,6
Longmeadow,-,B,President,,Green-Rainbow,David Cobb,0
Lynn,6,3,President,,Democratic,No Preference,0
New Bedford,2,F,President,,Democratic,Howard Dean,2
TOTALS,,,President,,Libertarian,All Others,214
Harwich,-,1,President,,Democratic,Blank Votes,2
Reading,-,4,President,,Republican,No Preference,18
Middleborough,-,3,President,,Libertarian,Ruben Perez,0
Fitchburg,4,B,President,,Libertarian,Gary Nolan,0
New Bedford,3,A,President,,Democratic,Blank Votes,0
Beverly,3,2,President,,Libertarian,All Others,0
Acushnet,-,3,President,,Libertarian,Blank Votes,0
Chicopee,8,A,President,,Republican,Total Votes Cast,16
Agawam,-,4,President,,Democratic,Carol Moseley Braun,0
Lowell,11,2,President,,Green-Rainbow,Blank Votes,0
Lakeville,-,3,President,,Democratic,No Preference,3
Fitchburg,2,A,President,,Green-Rainbow,Kent Mesplay,0
Bellingham,-,3,President,,Libertarian,Blank Votes,0
Boston,14,1,President,,Libertarian,Total Votes Cast,0
Salem,3,1,President,,Democratic,Total Votes Cast,339
Brockton,4,D,President,,Democratic,Dennis J. Kucinich,3
Cambridge,6,3,President,,Green-Rainbow,David Cobb,3
Mendon,-,1,President,,Libertarian,No Preference,1
Boston,12,6,President,,Libertarian,Michael Badnarik,0
New Bedford,1,B,President,,Green-Rainbow,No Preference,0
Cambridge,6,1,President,,Libertarian,Michael Badnarik,1
Boston,21,2,President,,Green-Rainbow,Kent Mesplay,0
Tewksbury,-,3,President,,Democratic,No Preference,5
Norwood,-,7,President,,Green-Rainbow,Blank Votes,0
Brookline,-,8,President,,Green-Rainbow,All Others,0
Petersham,-,1,President,,Libertarian,Michael Badnarik,0
Tewksbury,-,1,President,,Democratic,Dennis J. Kucinich,3
Winchester,-,1,President,,Green-Rainbow,No Preference,0
Windsor,-,1,President,,Democratic,Wesley K. Clark,0
Westborough,-,4,President,,Democratic,Joseph Lieberman,4
Newton,5,1,President,,Republican,All Others,1
Framingham,-,16,President,,Republican,George W. Bush,4
Westford,-,3,President,,Libertarian,Jeffrey Diket,0
Clinton,-,2,President,,Democratic,Howard Dean,9
Bedford,-,4,President,,Libertarian,All Others,0
Boston,13,3,President,,Democratic,Total Votes Cast,145
Fall River,6,B,President,,Green-Rainbow,Kent Mesplay,0
Ludlow,-,3,President,,Republican,George W. Bush,20
Southborough,-,2,President,,Republican,No Preference,3
Arlington,-,12,President,,Green-Rainbow,All Others,0
Attleboro,3,A,President,,Democratic,Richard E. Gephardt,2
Lowell,1,1,President,,Libertarian,Michael Badnarik,0
Marlborough,7,2,President,,Democratic,Carol Moseley Braun,0
Blandford,-,1,President,,Democratic,John Edwards,15
Barnstable,-,1,President,,Republican,Blank Votes,3
Watertown,-,6,President,,Green-Rainbow,David Cobb,0
Shrewsbury,-,1,President,,Libertarian,Gary Nolan,0
Haverhill,3,3,President,,Libertarian,Michael Badnarik,0
Quincy,1,1,President,,Libertarian,No Preference,0
Milton,-,4,President,,Democratic,Joseph Lieberman,6
Sturbridge,-,2,President,,Democratic,Carol Moseley Braun,0
Falmouth,-,5,President,,Democratic,Al Sharpton,5
Longmeadow,-,B,President,,Libertarian,All Others,0
Westborough,-,1,President,,Democratic,Dennis J. Kucinich,5
Boston,17,8,President,,Green-Rainbow,Blank Votes,0
Lawrence,C,3,President,,Libertarian,All Others,0
Salem,6,2,President,,Republican,Blank Votes,4
Boston,20,14,President,,Democratic,Howard Dean,10
Waltham,8,1,President,,Democratic,Al Sharpton,3
Millbury,-,2,President,,Democratic,All Others,0
Chelsea,4,3,President,,Green-Rainbow,Total Votes Cast,0
Agawam,-,3,President,,Republican,Blank Votes,0
Stoughton,-,2,President,,Green-Rainbow,Blank Votes,0
Boston,11,5,President,,Green-Rainbow,No Preference,0
Andover,-,6,President,,Democratic,Blank Votes,2
Waltham,2,2,President,,Green-Rainbow,Paul Glover,0
New Salem,-,1,President,,Republican,George W. Bush,19
Franklin,-,7,President,,Republican,No Preference,4
Lawrence,E,3,President,,Democratic,Joseph Lieberman,1
S. Hadley,-,E,President,,Republican,George W. Bush,26
Duxbury,-,3,President,,Democratic,Joseph Lieberman,2
Boston,18,10,President,,Libertarian,Ruben Perez,0
Boston,2,4,President,,Democratic,"Lyndon H. LaRouche, Jr.",2
Needham,-,B,President,,Green-Rainbow,All Others,0
Lynnfield,-,2,President,,Republican,No Preference,1
Chicopee,4,B,President,,Democratic,Wesley K. Clark,0
Lakeville,-,1,President,,Democratic,Dennis J. Kucinich,4
Boston,17,12,President,,Green-Rainbow,All Others,0
Boston,15,2,President,,Democratic,Dennis J. Kucinich,3
Marblehead,-,2,President,,Democratic,John F. Kerry,244
Provincetown,-,1,President,,Green-Rainbow,Lorna Salzman,1
Williamstown,-,2,President,,Libertarian,Aaron Russo,0
Dartmouth,-,1,President,,Democratic,Al Sharpton,1
Royalston,-,2,President,,Republican,All Others,0
Boston,4,9,President,,Libertarian,Jeffrey Diket,0
Springfield,7,E,President,,Libertarian,Aaron Russo,0
Springfield,7,B,President,,Republican,George W. Bush,13
Malden,7,2,President,,Democratic,Total Votes Cast,233
Chicopee,7,B,President,,Libertarian,Michael Badnarik,0
Easthampton,-,4,President,,Libertarian,Michael Badnarik,0
Winthrop,-,5,President,,Libertarian,Jeffrey Diket,0
Easton,-,5,President,,Democratic,Dennis J. Kucinich,5
Melrose,1,2,President,,Democratic,John F. Kerry,192
Middleborough,-,1,President,,Republican,No Preference,2
Boston,16,5,President,,Libertarian,Gary Nolan,0
Boston,7,3,President,,Democratic,Blank Votes,10
Boston,3,2,President,,Democratic,Howard Dean,8
Medford,2,2,President,,Democratic,Blank Votes,5
Bourne,-,1,President,,Democratic,Total Votes Cast,247
Saugus,-,8,President,,Libertarian,Jeffrey Diket,0
Hudson,-,2,President,,Democratic,Carol Moseley Braun,0
Duxbury,-,6,President,,Republican,Total Votes Cast,68
Huntington,-,1,President,,Democratic,Al Sharpton,2
Lawrence,F,3,President,,Green-Rainbow,All Others,0
New Bedford,6,B,President,,Republican,Total Votes Cast,11
Worcester,4,2,President,,Libertarian,Ruben Perez,0
Springfield,4,D,President,,Republican,Blank Votes,0
Middleborough,-,2,President,,Republican,George W. Bush,29
Tolland,-,1,President,,Democratic,Richard E. Gephardt,0
Tewksbury,-,2A,President,,Democratic,Total Votes Cast,327
Northampton,6,A,President,,Green-Rainbow,Kent Mesplay,0
Boston,17,2,President,,Green-Rainbow,Kent Mesplay,0
Brookline,-,5,President,,Green-Rainbow,No Preference,0
New Bedford,5,G,President,,Democratic,Blank Votes,4
Huntington,-,1,President,,Republican,George W. Bush,6
Lawrence,C,3,President,,Libertarian,Gary Nolan,0
Milton,-,6,President,,Green-Rainbow,Paul Glover,0
Boston,5,4,President,,Democratic,Al Sharpton,2
Boston,18,7,President,,Republican,Blank Votes,0
Boston,17,1,President,,Green-Rainbow,All Others,0
Somerville,6,3,President,,Democratic,All Others,0
Randolph,-,8,President,,Libertarian,Blank Votes,0
Amherst,-,6,President,,Democratic,Richard E. Gephardt,1
Palmer,-,3,President,,Libertarian,Gary Nolan,2
Easton,-,6,President,,Green-Rainbow,Kent Mesplay,0
Fall River,1,B,President,,Democratic,Richard E. Gephardt,2
Boston,6,6,President,,Democratic,Richard E. Gephardt,3
Winthrop,-,1,President,,Democratic,"Lyndon H. LaRouche, Jr.",2
New Bedford,4,G,President,,Democratic,John Edwards,11
Bellingham,-,4,President,,Republican,Total Votes Cast,30
Brockton,1,B,President,,Republican,Total Votes Cast,39
Taunton,2,B,President,,Republican,All Others,0
Milton,-,4,President,,Democratic,Howard Dean,14
Westborough,-,2,President,,Democratic,All Others,0
Freetown,-,1,President,,Democratic,Joseph Lieberman,0
Mashpee,-,4,President,,Libertarian,Michael Badnarik,0
Auburn,-,1,President,,Democratic,No Preference,0
Framingham,-,14,President,,Green-Rainbow,Total Votes Cast,1
Cambridge,9,1,President,,Green-Rainbow,Total Votes Cast,4
Peabody,2,1,President,,Green-Rainbow,All Others,0
Newton,5,2,President,,Republican,Total Votes Cast,20
Woburn,4,1,President,,Democratic,"Lyndon H. LaRouche, Jr.",1
Wilbraham,-,A,President,,Green-Rainbow,Total Votes Cast,2
Woburn,2,1,President,,Democratic,Wesley K. Clark,1
Rowley,-,1,President,,Democratic,Al Sharpton,3
Scituate,-,3,President,,Democratic,Dennis J. Kucinich,6
Milton,-,6,President,,Republican,Total Votes Cast,73
Bridgewater,-,4,President,,Libertarian,Aaron Russo,0
Salem,1,1,President,,Republican,Total Votes Cast,38
Somerville,1,2,President,,Green-Rainbow,David Cobb,0
Chicopee,3,AE,President,,Republican,All Others,0
Leicester,-,3,President,,Libertarian,No Preference,1
Methuen,-,9,President,,Green-Rainbow,Paul Glover,0
Falmouth,-,4,President,,Libertarian,All Others,0
Shelburne,-,1,President,,Democratic,Carol Moseley Braun,1
Hopkinton,-,2,President,,Libertarian,Aaron Russo,0
Leominster,2,B,President,,Democratic,Blank Votes,0
Salem,3,2,President,,Democratic,Joseph Lieberman,0
Fall River,5,A,President,,Democratic,Carol Moseley Braun,1
Medford,7,1,President,,Republican,No Preference,4
Mattapoisett,-,1,President,,Libertarian,All Others,0
Boston,15,2,President,,Republican,No Preference,0
Lawrence,D,3,President,,Green-Rainbow,Paul Glover,0
Stoughton,-,3,President,,Republican,Total Votes Cast,46
Holyoke,4,B,President,,Republican,George W. Bush,11
Boston,22,4,President,,Democratic,Al Sharpton,4
Taunton,1,B,President,,Democratic,Al Sharpton,1
Wellfleet,-,1,President,,Democratic,Wesley K. Clark,3
Lexington,-,2,President,,Green-Rainbow,Lorna Salzman,1
Lowell,9,1,President,,Libertarian,Ruben Perez,0
Winchester,-,4,President,,Democratic,John Edwards,103
Westfield,3,B,President,,Democratic,Al Sharpton,3
Hancock,-,1,President,,Democratic,All Others,0
Braintree,-,12,President,,Democratic,All Others,0
Fall River,3,A,President,,Republican,All Others,0
Norton,-,1,President,,Green-Rainbow,Total Votes Cast,0
Springfield,2,F,President,,Republican,No Preference,0
Revere,4,2,President,,Democratic,John Edwards,54
Groton,-,1,President,,Green-Rainbow,All Others,0
Natick,-,9,President,,Republican,Total Votes Cast,160
Haverhill,5,2,President,,Libertarian,Blank Votes,0
Canton,-,1,President,,Green-Rainbow,Blank Votes,0
Woburn,1,1,President,,Democratic,Total Votes Cast,266
Somerville,7,3,President,,Republican,George W. Bush,21
Boston,1,10,President,,Libertarian,Aaron Russo,0
Chelsea,3,2,President,,Democratic,Howard Dean,3
Wareham,-,5,President,,Libertarian,Total Votes Cast,2
Walpole,-,2,President,,Democratic,All Others,1
New Bedford,1,B,President,,Democratic,Dennis J. Kucinich,1
Amherst,-,1,President,,Democratic,No Preference,2
Peabody,6,3,President,,Democratic,Blank Votes,1
Norton,-,2,President,,Democratic,Dennis J. Kucinich,2
Worcester,7,5,President,,Libertarian,Aaron Russo,0
Great Barrington,-,B,President,,Green-Rainbow,No Preference,0
