"county","town","precinct","office","district","party","candidate","votes"
"Bristol","Somerset","3","State Senate","","Democratic","Michael J. Rodrigues","1601"
"Bristol","Somerset","4","State Senate","","Democratic","Michael J. Rodrigues","1461"
"Bristol","Somerset","5","State Senate","","Democratic","Michael J. Rodrigues","1461"
"Bristol","Somerset","TOTALS","State Senate","","Democratic","Michael J. Rodrigues","7708"
"Bristol","Somerset","1","State Senate","","","all other votes","3"
"Bristol","Somerset","2","State Senate","","","all other votes","8"
"Bristol","Somerset","3","State Senate","","","all other votes","1"
"Bristol","Somerset","4","State Senate","","","all other votes","13"
"Bristol","Somerset","5","State Senate","","","all other votes","0"
"Bristol","Somerset","TOTALS","State Senate","","","all other votes","25"
"Bristol","Somerset","1","State Senate","","","blanks","555"
"Bristol","Somerset","2","State Senate","","","blanks","577"
"Bristol","Somerset","3","State Senate","","","blanks","544"
"Bristol","Somerset","4","State Senate","","","blanks","436"
"Bristol","Somerset","5","State Senate","","","blanks","431"
"Bristol","Somerset","TOTALS","State Senate","","","blanks","2543"
"Bristol","Somerset","1","State House","","","Patricia A. Haddad","1666"
"Bristol","Somerset","2","State House","","","Patricia A. Haddad","1766"
"Bristol","Somerset","3","State House","","","Patricia A. Haddad","1722"
"Bristol","Somerset","4","State House","","","Patricia A. Haddad","1536"
"Bristol","Somerset","5","State House","","","Patricia A. Haddad","1542"
"Bristol","Somerset","TOTALS","State House","","","Patricia A. Haddad","8232"
"Bristol","Somerset","1","State House","","","all other votes","3"
"Bristol","Somerset","2","State House","","","all other votes","6"
"Bristol","Somerset","3","State House","","","all other votes","3"
"Bristol","Somerset","4","State House","","","all other votes","15"
"Bristol","Somerset","5","State House","","","all other votes","0"
"Bristol","Somerset","TOTALS","State House","","","all other votes","27"
"Bristol","Somerset","1","State House","","","blanks","443"
"Bristol","Somerset","2","State House","","","blanks","444"
"Bristol","Somerset","3","State House","","","blanks","421"
"Bristol","Somerset","4","State House","","","blanks","359"
"Bristol","Somerset","5","State House","","","blanks","350"
"Bristol","Somerset","TOTALS","State House","","","blanks","2017"
